id,pair_id,family,representation,evaluation_kind,source_smiles,response_path,has_response,is_correct,predicted_smiles,predicted_integer,error,failure_details,response_text
translation_to_graph_iupac_017_commonchem,translation_to_graph_iupac_017,translation_to_graph,commonchem,translation_to_graph,C=C(C)C(=O)OCCSSCC(NC(=O)CCCCCNC(C)C)C(=O)O,outputs/responses/translation_to_graph_iupac_017_commonchem.txt,True,True,C=C(C)C(=O)OCCSSCC(NC(=O)CCCCCNC(C)C)C(=O)O,,,,"{""commonchem"":10,""molecules"":[{""atoms"":[{""z"":6,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":8,""impHs"":1,""chg"":0,""isotope"":0,""nRad"":0},{""z"":8,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":1,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":16,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":16,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":8,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":8,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":3,""chg"":0,""isotope"":0,""nRad"":0},{""z"":7,""impHs"":1,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":8,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":7,""impHs"":1,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":1,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":3,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":3,""chg"":0,""isotope"":0,""nRad"":0}],""bonds"":[{""type"":1,""atoms"":[0,1]},{""type"":2,""atoms"":[0,2]},{""type"":1,""atoms"":[0,3]},{""type"":1,""atoms"":[3,4]},{""type"":1,""atoms"":[4,5]},{""type"":1,""atoms"":[5,6]},{""type"":1,""atoms"":[6,7]},{""type"":1,""atoms"":[7,8]},{""type"":1,""atoms"":[8,9]},{""type"":1,""atoms"":[9,10]},{""type"":2,""atoms"":[10,11]},{""type"":1,""atoms"":[10,12]},{""type"":2,""atoms"":[12,13]},{""type"":1,""atoms"":[12,14]},{""type"":1,""atoms"":[3,15]},{""type"":1,""atoms"":[15,16]},{""type"":2,""atoms"":[16,17]},{""type"":1,""atoms"":[16,18]},{""type"":1,""atoms"":[18,19]},{""type"":1,""atoms"":[19,20]},{""type"":1,""atoms"":[20,21]},{""type"":1,""atoms"":[21,22]},{""type"":1,""atoms"":[22,23]},{""type"":1,""atoms"":[23,24]},{""type"":1,""atoms"":[24,25]},{""type"":1,""atoms"":[24,26]}]}]}"
translation_to_graph_iupac_018_moljson,translation_to_graph_iupac_018,translation_to_graph,moljson,translation_to_graph,CCCCCCCCC1OC1CCCCCCCC(=O)NCCOCCO,outputs/responses/translation_to_graph_iupac_018_moljson.txt,True,True,CCCCCCCCC1OC1CCCCCCCC(=O)NCCOCCO,,,,"{""atoms"":[{""id"":""a1"",""element"":""C""},{""id"":""a2"",""element"":""O""},{""id"":""a3"",""element"":""N""},{""id"":""a4"",""element"":""C""},{""id"":""a5"",""element"":""C""},{""id"":""a6"",""element"":""C""},{""id"":""a7"",""element"":""C""},{""id"":""a8"",""element"":""C""},{""id"":""a9"",""element"":""C""},{""id"":""a10"",""element"":""C""},{""id"":""a11"",""element"":""C""},{""id"":""a12"",""element"":""C""},{""id"":""a13"",""element"":""O""},{""id"":""a14"",""element"":""C""},{""id"":""a15"",""element"":""C""},{""id"":""a16"",""element"":""O""},{""id"":""a17"",""element"":""O""},{""id"":""a18"",""element"":""C""},{""id"":""a19"",""element"":""C""},{""id"":""a20"",""element"":""C""},{""id"":""a21"",""element"":""C""},{""id"":""a22"",""element"":""C""},{""id"":""a23"",""element"":""C""},{""id"":""a24"",""element"":""C""},{""id"":""a25"",""element"":""C""},{""id"":""a26"",""element"":""C""},{""id"":""a27"",""element"":""C""}],""bonds"":[{""source"":""a1"",""target"":""a2"",""order"":2},{""source"":""a1"",""target"":""a3"",""order"":1},{""source"":""a1"",""target"":""a4"",""order"":1},{""source"":""a4"",""target"":""a5"",""order"":1},{""source"":""a5"",""target"":""a6"",""order"":1},{""source"":""a6"",""target"":""a7"",""order"":1},{""source"":""a7"",""target"":""a8"",""order"":1},{""source"":""a8"",""target"":""a9"",""order"":1},{""source"":""a9"",""target"":""a10"",""order"":1},{""source"":""a3"",""target"":""a11"",""order"":1},{""source"":""a11"",""target"":""a12"",""order"":1},{""source"":""a12"",""target"":""a13"",""order"":1},{""source"":""a13"",""target"":""a14"",""order"":1},{""source"":""a14"",""target"":""a15"",""order"":1},{""source"":""a15"",""target"":""a16"",""order"":1},{""source"":""a10"",""target"":""a18"",""order"":1},{""source"":""a18"",""target"":""a17"",""order"":1},{""source"":""a17"",""target"":""a19"",""order"":1},{""source"":""a19"",""target"":""a18"",""order"":1},{""source"":""a19"",""target"":""a20"",""order"":1},{""source"":""a20"",""target"":""a21"",""order"":1},{""source"":""a21"",""target"":""a22"",""order"":1},{""source"":""a22"",""target"":""a23"",""order"":1},{""source"":""a23"",""target"":""a24"",""order"":1},{""source"":""a24"",""target"":""a25"",""order"":1},{""source"":""a25"",""target"":""a26"",""order"":1},{""source"":""a26"",""target"":""a27"",""order"":1}],""charges"":null,""aromatic_n_h"":null}"
translation_to_graph_iupac_018_commonchem,translation_to_graph_iupac_018,translation_to_graph,commonchem,translation_to_graph,CCCCCCCCC1OC1CCCCCCCC(=O)NCCOCCO,outputs/responses/translation_to_graph_iupac_018_commonchem.txt,True,True,CCCCCCCCC1OC1CCCCCCCC(=O)NCCOCCO,,,,"{""commonchem"":10,""molecules"":[{""atoms"":[{""z"":6,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":8,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":7,""impHs"":1,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":8,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":8,""impHs"":1,""chg"":0,""isotope"":0,""nRad"":0},{""z"":8,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":1,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":1,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":3,""chg"":0,""isotope"":0,""nRad"":0}],""bonds"":[{""type"":2,""atoms"":[0,1]},{""type"":1,""atoms"":[0,2]},{""type"":1,""atoms"":[0,3]},{""type"":1,""atoms"":[3,4]},{""type"":1,""atoms"":[4,5]},{""type"":1,""atoms"":[5,6]},{""type"":1,""atoms"":[6,7]},{""type"":1,""atoms"":[7,8]},{""type"":1,""atoms"":[8,9]},{""type"":1,""atoms"":[2,10]},{""type"":1,""atoms"":[10,11]},{""type"":1,""atoms"":[11,12]},{""type"":1,""atoms"":[12,13]},{""type"":1,""atoms"":[13,14]},{""type"":1,""atoms"":[14,15]},{""type"":1,""atoms"":[9,17]},{""type"":1,""atoms"":[17,16]},{""type"":1,""atoms"":[16,18]},{""type"":1,""atoms"":[18,17]},{""type"":1,""atoms"":[18,19]},{""type"":1,""atoms"":[19,20]},{""type"":1,""atoms"":[20,21]},{""type"":1,""atoms"":[21,22]},{""type"":1,""atoms"":[22,23]},{""type"":1,""atoms"":[23,24]},{""type"":1,""atoms"":[24,25]},{""type"":1,""atoms"":[25,26]}]}]}"
translation_to_graph_iupac_019_moljson,translation_to_graph_iupac_019,translation_to_graph,moljson,translation_to_graph,CC(C)(C)c1cc(C=Nc2cccc(C(N)=O)c2)c(O)c(C(C)(C)C)c1,outputs/responses/translation_to_graph_iupac_019_moljson.txt,True,True,CC(C)(C)c1cc(C=Nc2cccc(C(N)=O)c2)c(O)c(C(C)(C)C)c1,,,,"{""atoms"":[{""id"":""a1"",""element"":""C""},{""id"":""a2"",""element"":""C""},{""id"":""a3"",""element"":""C""},{""id"":""a4"",""element"":""C""},{""id"":""a5"",""element"":""C""},{""id"":""a6"",""element"":""C""},{""id"":""a7"",""element"":""C""},{""id"":""a8"",""element"":""O""},{""id"":""a9"",""element"":""N""},{""id"":""a10"",""element"":""N""},{""id"":""a11"",""element"":""C""},{""id"":""a12"",""element"":""C""},{""id"":""a13"",""element"":""C""},{""id"":""a14"",""element"":""C""},{""id"":""a15"",""element"":""C""},{""id"":""a16"",""element"":""C""},{""id"":""a17"",""element"":""C""},{""id"":""a18"",""element"":""O""},{""id"":""a19"",""element"":""C""},{""id"":""a20"",""element"":""C""},{""id"":""a21"",""element"":""C""},{""id"":""a22"",""element"":""C""},{""id"":""a23"",""element"":""C""},{""id"":""a24"",""element"":""C""},{""id"":""a25"",""element"":""C""},{""id"":""a26"",""element"":""C""}],""bonds"":[{""source"":""a1"",""target"":""a2"",""order"":1.5},{""source"":""a2"",""target"":""a3"",""order"":1.5},{""source"":""a3"",""target"":""a4"",""order"":1.5},{""source"":""a4"",""target"":""a5"",""order"":1.5},{""source"":""a5"",""target"":""a6"",""order"":1.5},{""source"":""a6"",""target"":""a1"",""order"":1.5},{""source"":""a1"",""target"":""a7"",""order"":1},{""source"":""a7"",""target"":""a8"",""order"":2},{""source"":""a7"",""target"":""a9"",""order"":1},{""source"":""a3"",""target"":""a10"",""order"":1},{""source"":""a10"",""target"":""a11"",""order"":2},{""source"":""a11"",""target"":""a12"",""order"":1},{""source"":""a12"",""target"":""a13"",""order"":1.5},{""source"":""a13"",""target"":""a14"",""order"":1.5},{""source"":""a14"",""target"":""a15"",""order"":1.5},{""source"":""a15"",""target"":""a16"",""order"":1.5},{""source"":""a16"",""target"":""a17"",""order"":1.5},{""source"":""a17"",""target"":""a12"",""order"":1.5},{""source"":""a13"",""target"":""a18"",""order"":1},{""source"":""a14"",""target"":""a19"",""order"":1},{""source"":""a19"",""target"":""a20"",""order"":1},{""source"":""a19"",""target"":""a21"",""order"":1},{""source"":""a19"",""target"":""a22"",""order"":1},{""source"":""a16"",""target"":""a23"",""order"":1},{""source"":""a23"",""target"":""a24"",""order"":1},{""source"":""a23"",""target"":""a25"",""order"":1},{""source"":""a23"",""target"":""a26"",""order"":1}],""charges"":null,""aromatic_n_h"":null}"
translation_to_graph_iupac_019_commonchem,translation_to_graph_iupac_019,translation_to_graph,commonchem,translation_to_graph,CC(C)(C)c1cc(C=Nc2cccc(C(N)=O)c2)c(O)c(C(C)(C)C)c1,outputs/responses/translation_to_graph_iupac_019_commonchem.txt,True,True,CC(C)(C)c1cc(C=Nc2cccc(C(N)=O)c2)c(O)c(C(C)(C)C)c1,,,,"{""commonchem"":10,""molecules"":[{""atoms"":[{""z"":6,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":1,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":1,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":1,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":1,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":8,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":7,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":7,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":1,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":1,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":1,""chg"":0,""isotope"":0,""nRad"":0},{""z"":8,""impHs"":1,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":3,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":3,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":3,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":3,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":3,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":3,""chg"":0,""isotope"":0,""nRad"":0}],""bonds"":[{""type"":2,""atoms"":[0,1]},{""type"":1,""atoms"":[1,2]},{""type"":2,""atoms"":[2,3]},{""type"":1,""atoms"":[3,4]},{""type"":2,""atoms"":[4,5]},{""type"":1,""atoms"":[5,0]},{""type"":1,""atoms"":[0,6]},{""type"":2,""atoms"":[6,7]},{""type"":1,""atoms"":[6,8]},{""type"":1,""atoms"":[2,9]},{""type"":2,""atoms"":[9,10]},{""type"":1,""atoms"":[10,11]},{""type"":2,""atoms"":[11,12]},{""type"":1,""atoms"":[12,13]},{""type"":2,""atoms"":[13,14]},{""type"":1,""atoms"":[14,15]},{""type"":2,""atoms"":[15,16]},{""type"":1,""atoms"":[16,11]},{""type"":1,""atoms"":[12,17]},{""type"":1,""atoms"":[13,18]},{""type"":1,""atoms"":[18,19]},{""type"":1,""atoms"":[18,20]},{""type"":1,""atoms"":[18,21]},{""type"":1,""atoms"":[15,22]},{""type"":1,""atoms"":[22,23]},{""type"":1,""atoms"":[22,24]},{""type"":1,""atoms"":[22,25]}]}]}"
translation_to_graph_iupac_020_moljson,translation_to_graph_iupac_020,translation_to_graph,moljson,translation_to_graph,CN1CCN(S(=O)(=O)c2cc(NCC(=O)Nc3ccc(F)c(Cl)c3)ccc2Cl)CC1,outputs/responses/translation_to_graph_iupac_020_moljson.txt,True,True,CN1CCN(S(=O)(=O)c2cc(NCC(=O)Nc3ccc(F)c(Cl)c3)ccc2Cl)CC1,,,,"{""atoms"":[{""id"":""C1"",""element"":""C""},{""id"":""O1"",""element"":""O""},{""id"":""N1"",""element"":""N""},{""id"":""C2"",""element"":""C""},{""id"":""N2"",""element"":""N""},{""id"":""A1"",""element"":""C""},{""id"":""A2"",""element"":""C""},{""id"":""A3"",""element"":""C""},{""id"":""A4"",""element"":""C""},{""id"":""A5"",""element"":""C""},{""id"":""A6"",""element"":""C""},{""id"":""Cl1"",""element"":""Cl""},{""id"":""F1"",""element"":""F""},{""id"":""B1"",""element"":""C""},{""id"":""B2"",""element"":""C""},{""id"":""B3"",""element"":""C""},{""id"":""B4"",""element"":""C""},{""id"":""B5"",""element"":""C""},{""id"":""B6"",""element"":""C""},{""id"":""Cl2"",""element"":""Cl""},{""id"":""S1"",""element"":""S""},{""id"":""O2"",""element"":""O""},{""id"":""O3"",""element"":""O""},{""id"":""N3"",""element"":""N""},{""id"":""P1"",""element"":""C""},{""id"":""P2"",""element"":""C""},{""id"":""N4"",""element"":""N""},{""id"":""P3"",""element"":""C""},{""id"":""P4"",""element"":""C""},{""id"":""M1"",""element"":""C""}],""bonds"":[{""source"":""C1"",""target"":""O1"",""order"":2},{""source"":""C1"",""target"":""N1"",""order"":1},{""source"":""C1"",""target"":""C2"",""order"":1},{""source"":""C2"",""target"":""N2"",""order"":1},{""source"":""N1"",""target"":""A1"",""order"":1},{""source"":""A1"",""target"":""A2"",""order"":1.5},{""source"":""A2"",""target"":""A3"",""order"":1.5},{""source"":""A3"",""target"":""A4"",""order"":1.5},{""source"":""A4"",""target"":""A5"",""order"":1.5},{""source"":""A5"",""target"":""A6"",""order"":1.5},{""source"":""A6"",""target"":""A1"",""order"":1.5},{""source"":""A3"",""target"":""Cl1"",""order"":1},{""source"":""A4"",""target"":""F1"",""order"":1},{""source"":""N2"",""target"":""B1"",""order"":1},{""source"":""B1"",""target"":""B2"",""order"":1.5},{""source"":""B2"",""target"":""B3"",""order"":1.5},{""source"":""B3"",""target"":""B4"",""order"":1.5},{""source"":""B4"",""target"":""B5"",""order"":1.5},{""source"":""B5"",""target"":""B6"",""order"":1.5},{""source"":""B6"",""target"":""B1"",""order"":1.5},{""source"":""B4"",""target"":""Cl2"",""order"":1},{""source"":""B3"",""target"":""S1"",""order"":1},{""source"":""S1"",""target"":""O2"",""order"":2},{""source"":""S1"",""target"":""O3"",""order"":2},{""source"":""S1"",""target"":""N3"",""order"":1},{""source"":""N3"",""target"":""P1"",""order"":1},{""source"":""P1"",""target"":""P2"",""order"":1},{""source"":""P2"",""target"":""N4"",""order"":1},{""source"":""N4"",""target"":""P3"",""order"":1},{""source"":""P3"",""target"":""P4"",""order"":1},{""source"":""P4"",""target"":""N3"",""order"":1},{""source"":""N4"",""target"":""M1"",""order"":1}],""charges"":null,""aromatic_n_h"":null}"
translation_to_graph_iupac_020_commonchem,translation_to_graph_iupac_020,translation_to_graph,commonchem,translation_to_graph,CN1CCN(S(=O)(=O)c2cc(NCC(=O)Nc3ccc(F)c(Cl)c3)ccc2Cl)CC1,outputs/responses/translation_to_graph_iupac_020_commonchem.txt,True,False,CN1CCN(S(=O)(=O)c2cc(NCC(=O)[N]c3ccc(F)c(Cl)c3)ccc2Cl)CC1,,smiles_mismatch,,"{""commonchem"":10,""molecules"":[{""atoms"":[{""z"":6,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":1,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":1,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":1,""chg"":0,""isotope"":0,""nRad"":0},{""z"":17,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":9,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":7,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":8,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":7,""impHs"":1,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":1,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":1,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":1,""chg"":0,""isotope"":0,""nRad"":0},{""z"":17,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":16,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":8,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":8,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":7,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":7,""impHs"":0,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":2,""chg"":0,""isotope"":0,""nRad"":0},{""z"":6,""impHs"":3,""chg"":0,""isotope"":0,""nRad"":0}],""bonds"":[{""type"":2,""atoms"":[0,1]},{""type"":1,""atoms"":[1,2]},{""type"":2,""atoms"":[2,3]},{""type"":1,""atoms"":[3,4]},{""type"":2,""atoms"":[4,5]},{""type"":1,""atoms"":[5,0]},{""type"":1,""atoms"":[2,6]},{""type"":1,""atoms"":[3,7]},{""type"":1,""atoms"":[0,8]},{""type"":1,""atoms"":[8,9]},{""type"":2,""atoms"":[9,10]},{""type"":1,""atoms"":[9,11]},{""type"":1,""atoms"":[11,12]},{""type"":1,""atoms"":[12,13]},{""type"":2,""atoms"":[13,14]},{""type"":1,""atoms"":[14,15]},{""type"":2,""atoms"":[15,16]},{""type"":1,""atoms"":[16,17]},{""type"":2,""atoms"":[17,18]},{""type"":1,""atoms"":[18,13]},{""type"":1,""atoms"":[15,20]},{""type"":1,""atoms"":[16,19]},{""type"":2,""atoms"":[20,21]},{""type"":2,""atoms"":[20,22]},{""type"":1,""atoms"":[20,23]},{""type"":1,""atoms"":[23,24]},{""type"":1,""atoms"":[24,25]},{""type"":1,""atoms"":[25,26]},{""type"":1,""atoms"":[26,27]},{""type"":1,""atoms"":[27,28]},{""type"":1,""atoms"":[28,23]},{""type"":1,""atoms"":[26,29]}]}]}"
translation_graph_to_smiles_001_moljson,translation_graph_to_smiles_001,translation_graph_to_smiles,moljson,translation_to_smiles,CC(C)CCOCC(C)C(C)C,outputs/responses/translation_graph_to_smiles_001_moljson.txt,True,True,CC(C)CCOCC(C)C(C)C,,,,"{""smiles"":""CC(C)CCOCC(C)C(C)C""}"
translation_graph_to_smiles_001_commonchem,translation_graph_to_smiles_001,translation_graph_to_smiles,commonchem,translation_to_smiles,CC(C)CCOCC(C)C(C)C,outputs/responses/translation_graph_to_smiles_001_commonchem.txt,True,True,CC(C)CCOCC(C)C(C)C,,,,"{""smiles"":""CC(C)CCOCC(C)C(C)C""}"
translation_graph_to_smiles_002_moljson,translation_graph_to_smiles_002,translation_graph_to_smiles,moljson,translation_to_smiles,COCC(COCCO)OCCO,outputs/responses/translation_graph_to_smiles_002_moljson.txt,True,True,COCC(COCCO)OCCO,,,,"{""smiles"":""COCC(OCCO)COCCO""}"
translation_graph_to_smiles_002_commonchem,translation_graph_to_smiles_002,translation_graph_to_smiles,commonchem,translation_to_smiles,COCC(COCCO)OCCO,outputs/responses/translation_graph_to_smiles_002_commonchem.txt,True,True,COCC(COCCO)OCCO,,,,"{""smiles"":""COCC(COCCO)OCCO""}"
translation_graph_to_smiles_003_moljson,translation_graph_to_smiles_003,translation_graph_to_smiles,moljson,translation_to_smiles,C=C(C)C(C)c1ccc(N)cc1,outputs/responses/translation_graph_to_smiles_003_moljson.txt,True,True,C=C(C)C(C)c1ccc(N)cc1,,,,"{""smiles"":""Nc1ccc(cc1)C(C)C(=C)C""}"
translation_graph_to_smiles_003_commonchem,translation_graph_to_smiles_003,translation_graph_to_smiles,commonchem,translation_to_smiles,C=C(C)C(C)c1ccc(N)cc1,outputs/responses/translation_graph_to_smiles_003_commonchem.txt,True,True,C=C(C)C(C)c1ccc(N)cc1,,,,"{""smiles"":""CC(=C)C(C)c1ccc(N)cc1""}"
translation_graph_to_smiles_004_moljson,translation_graph_to_smiles_004,translation_graph_to_smiles,moljson,translation_to_smiles,Cc1csc(Br)c1C(N)=O,outputs/responses/translation_graph_to_smiles_004_moljson.txt,True,True,Cc1csc(Br)c1C(N)=O,,,,"{""smiles"":""Cc1csc(Br)c1C(N)=O""}"
translation_graph_to_smiles_004_commonchem,translation_graph_to_smiles_004,translation_graph_to_smiles,commonchem,translation_to_smiles,Cc1csc(Br)c1C(N)=O,outputs/responses/translation_graph_to_smiles_004_commonchem.txt,True,True,Cc1csc(Br)c1C(N)=O,,,,"{""smiles"":""CC1=CSC(Br)=C1C(=O)N""}"
translation_graph_to_smiles_005_moljson,translation_graph_to_smiles_005,translation_graph_to_smiles,moljson,translation_to_smiles,CCn1nc(C)c2ccc(S)cc21,outputs/responses/translation_graph_to_smiles_005_moljson.txt,True,False,CCN1N=C(C)c2cc(S)cc1c2,,smiles_mismatch,,"{""smiles"":""CCn1nc(C)c2cc(S)cc1c2""}"
translation_graph_to_smiles_005_commonchem,translation_graph_to_smiles_005,translation_graph_to_smiles,commonchem,translation_to_smiles,CCn1nc(C)c2ccc(S)cc21,outputs/responses/translation_graph_to_smiles_005_commonchem.txt,True,True,CCn1nc(C)c2ccc(S)cc21,,,,"{""smiles"":""CCN1N=C(C)C2C=CC([SH])=CC=21""}"
translation_graph_to_smiles_006_moljson,translation_graph_to_smiles_006,translation_graph_to_smiles,moljson,translation_to_smiles,O=C1CC(O)C12CCCC2,outputs/responses/translation_graph_to_smiles_006_moljson.txt,True,True,O=C1CC(O)C12CCCC2,,,,"{""smiles"":""C1CC2(CC1)C(O)CC(=O)2""}"
translation_graph_to_smiles_006_commonchem,translation_graph_to_smiles_006,translation_graph_to_smiles,commonchem,translation_to_smiles,O=C1CC(O)C12CCCC2,outputs/responses/translation_graph_to_smiles_006_commonchem.txt,True,True,O=C1CC(O)C12CCCC2,,,,"{""smiles"":""O=C1CC(O)C12CCCC2""}"
translation_graph_to_smiles_007_moljson,translation_graph_to_smiles_007,translation_graph_to_smiles,moljson,translation_to_smiles,FC(F)C12CC(CBr)(CO1)C2,outputs/responses/translation_graph_to_smiles_007_moljson.txt,True,True,FC(F)C12CC(CBr)(CO1)C2,,,,"{""smiles"":""C12(CBr)CC(C(F)F)(C1)OC2""}"
translation_graph_to_smiles_007_commonchem,translation_graph_to_smiles_007,translation_graph_to_smiles,commonchem,translation_to_smiles,FC(F)C12CC(CBr)(CO1)C2,outputs/responses/translation_graph_to_smiles_007_commonchem.txt,True,True,FC(F)C12CC(CBr)(CO1)C2,,,,"{""smiles"":""C12(C(F)F)CC(CBr)(CO1)C2""}"
